log
"[2022-08-10 06:07:15,773 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""e4021e2a-7d08-4eb1-8055-d998cff941c0"", ""remote_address"": ""172.31.34.209"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 13267, ""time"": 1417, ""args"": ""{\""order_id\"":\""GPA.3304-2643-8095-73697\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""dnlclmddoacokahgifoepihe.AO-J1OzCDdmDwDgNVYe33EhJnlSi9YWytkVeJSNkSc86UlhQibVLSWFH-h-bw1GZz_b9-N2yY-ESYuLQ2vSY-VdkyoA4XGjKGomNfxbi0V4eF_ri943Bw4I\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-11 22:35:02,057 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""fbfa787b-7080-466b-8430-2062292ae0ea"", ""remote_address"": ""172.31.0.167"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 22876, ""time"": 1252, ""args"": ""{\""order_id\"":\""GPA.3385-0628-0355-99213\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""fghfhikfjoblmpojhllomlkd.AO-J1OxKqF1g61kgUENmh-9S06kysFZNLN_zWPXBHz1BG6dKoDd9T3xRmzIexqoU1MFW5nWEtR-LmX_gcGbe39N-IyBc9h0rdK--cLYtG5XNUqUxSbZi7LY\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-14 23:37:37,002 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""325e5247-f1c8-4130-aed4-7d06f129e993"", ""remote_address"": ""172.31.34.209"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 13267, ""time"": 1177, ""args"": ""{\""order_id\"":\""GPA.3304-2643-8095-73697\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""dnlclmddoacokahgifoepihe.AO-J1OzCDdmDwDgNVYe33EhJnlSi9YWytkVeJSNkSc86UlhQibVLSWFH-h-bw1GZz_b9-N2yY-ESYuLQ2vSY-VdkyoA4XGjKGomNfxbi0V4eF_ri943Bw4I\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-16 23:51:43,055 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""d2451a4f-baef-4da7-9bb2-0e33920a0436"", ""remote_address"": ""172.31.34.209"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23278, ""time"": 1135, ""args"": ""{\""order_id\"":\""GPA.3324-7606-1279-48726\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""mcemjjdoncjhomfgbenchnlg.AO-J1Ozt7DPBI7bIenXnenJAPXkV6PZVUgmJ7-bxuanL-dQB-rd8w5d7FcGmS0SrRNuolJKLdjwC8xXP89QX_u8UQE2-2jGU8q164_iGQ-oUrw8LwoXEeQo\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-17 04:12:14,839 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""ea1b5810-45e8-46b7-a3bf-b50f81f95689"", ""remote_address"": ""172.31.34.209"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23836, ""time"": 1025, ""args"": ""{\""order_id\"":\""GPA.3397-7342-5312-04301\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""ldblchihkkffhephpbmoigcb.AO-J1OwvtOJFFZI60eRmpyqSeOnh7Z4sL8wUAJ2rBK3Cb5xRfIR470xjmJNS2CHa_1JjUDJPytNv2xr3_3rkOHE6QU5S1wB_7R-IPuPLKO_48vbWmDa9Dlg\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 07:51:30,233 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""dbb11656-0bb7-4779-8af3-71c40250dddb"", ""remote_address"": ""172.31.34.209"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 3493, ""time"": 1136, ""args"": ""{\""order_id\"":\""GPA.3343-2604-1188-81019\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""hdhndfpmceoamccedklbbcif.AO-J1OyqIt5cds6UzaxLrlSkC2guS7rxdcIdObtYecWsYhrwX2aQY00G2zw0ss5a85FOShPblFqbqpXIQJ6yP2f_T99T2ciApTXBiIt_-8m7ZKW0X_eFTQ8\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 07:50:38,883 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""19bbedd8-cde2-4568-8a3a-21b34a793205"", ""remote_address"": ""172.31.34.209"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 3493, ""time"": 1079, ""args"": ""{\""order_id\"":\""GPA.3343-2604-1188-81019\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""hdhndfpmceoamccedklbbcif.AO-J1OyqIt5cds6UzaxLrlSkC2guS7rxdcIdObtYecWsYhrwX2aQY00G2zw0ss5a85FOShPblFqbqpXIQJ6yP2f_T99T2ciApTXBiIt_-8m7ZKW0X_eFTQ8\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 07:53:30,219 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""760284ac-acdf-4a57-afc4-8a41f57d578b"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 3493, ""time"": 1039, ""args"": ""{\""order_id\"":\""GPA.3343-2604-1188-81019\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""hdhndfpmceoamccedklbbcif.AO-J1OyqIt5cds6UzaxLrlSkC2guS7rxdcIdObtYecWsYhrwX2aQY00G2zw0ss5a85FOShPblFqbqpXIQJ6yP2f_T99T2ciApTXBiIt_-8m7ZKW0X_eFTQ8\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 12:32:25,447 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""3070ad9b-6513-4ff4-bf71-fd54e1df4e51"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23619, ""time"": 982, ""args"": ""{\""order_id\"":\""GPA.3335-4460-0237-77727\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""bnabnmndfjdkljnbpmoggfbk.AO-J1Ow3qz9xldcGFeg5mMasYXzRMhlVnMHPsFi_u76nbE0Z76zgGyK0rVdxKKDzI4tJ2mHcQRS3eowS0oTrT0hkeXRiDvy-zW5EB4mkfqI4NqNKwE4Fd5U\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 12:30:13,203 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""b6d6ebc2-aeb4-44f9-af60-155618069d85"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23619, ""time"": 1389, ""args"": ""{\""order_id\"":\""GPA.3384-7856-3622-74956\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""ojfkapldinmldjdlmcppkanj.AO-J1OxUEZfMjtI_FxXQQsFjN19MwaqSLYWKT4UPi0ucS1-Lp5Czk1lGN6KO0S1gOzwD_4HRThDQQ3hT7w7ui_pUvy1IIU9bisqYwqqnvOZdaTqdqUXvSJ0\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-16 04:07:01,867 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""c3bc429c-abe6-4014-a8a2-1a9e90b8895f"", ""remote_address"": ""172.31.0.167"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23750, ""time"": 1061, ""args"": ""{\""order_id\"":\""GPA.3368-0452-6172-27874\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""ofniaodjmagfgkbpfiaejnnj.AO-J1OzNttHzg2brBSfLl_Zt9IVd5X61AdQbp3re27XpX3SfFHnguITyxGDYcW6PHbtYXh8FAx3XNx0QjL15-fazG2jzoiH3no1GGfTgDriRQCCCCURR5RI\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-06 06:10:55,875 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""ef446771-867b-4a4a-8f21-86d5ecb028c6"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 13094, ""time"": 939, ""args"": ""{\""order_id\"":\""GPA.3376-4807-0266-55449\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""hobibkkomkobfcnljppcfbnc.AO-J1OzDfGGOAWsxHBgERJgGOPP1H3vuEDnGnXiBukRJOADi5AJHvftNoEfGpHQWP48eQcFo_wII54AQMV4l1eOFQSnLr2TzdoNUcqoAPj3M1a_qqm9yDMs\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-11 22:34:10,620 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""0a37986c-6961-4761-a615-e12ea9af9d3c"", ""remote_address"": ""172.31.0.167"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 22876, ""time"": 1294, ""args"": ""{\""order_id\"":\""GPA.3385-0628-0355-99213\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""fghfhikfjoblmpojhllomlkd.AO-J1OxKqF1g61kgUENmh-9S06kysFZNLN_zWPXBHz1BG6dKoDd9T3xRmzIexqoU1MFW5nWEtR-LmX_gcGbe39N-IyBc9h0rdK--cLYtG5XNUqUxSbZi7LY\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-11 08:07:49,171 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""83dfb9b2-35d2-40b2-af77-e13dfb6d76cf"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 22876, ""time"": 1444, ""args"": ""{\""order_id\"":\""GPA.3385-0628-0355-99213\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""fghfhikfjoblmpojhllomlkd.AO-J1OxKqF1g61kgUENmh-9S06kysFZNLN_zWPXBHz1BG6dKoDd9T3xRmzIexqoU1MFW5nWEtR-LmX_gcGbe39N-IyBc9h0rdK--cLYtG5XNUqUxSbZi7LY\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 07:47:41,061 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""0809cebd-5a73-47dd-939e-8ae13c61ec56"", ""remote_address"": ""172.31.0.167"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 3493, ""time"": 1022, ""args"": ""{\""order_id\"":\""GPA.3386-9641-7017-17522\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""pfellfhpdeilccedchnocmmn.AO-J1Ow14BO7Y1hDNI73yBc59rLH0tDCUsN273kLYJf_rUiIX2i1m7UWNWzK3Qo_0KTijTtGAt0TZouvx_-C93yCCOd0_iFZV6SrRpRAB_zgB1529ZLKOsI\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 12:29:20,894 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""17bae1e5-1b50-431e-9c99-c5ee439ce233"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23619, ""time"": 1140, ""args"": ""{\""order_id\"":\""GPA.3384-7856-3622-74956\"",\""product_id\"":\""2022031803\"",\""purchase_token\"":\""ojfkapldinmldjdlmcppkanj.AO-J1OxUEZfMjtI_FxXQQsFjN19MwaqSLYWKT4UPi0ucS1-Lp5Czk1lGN6KO0S1gOzwD_4HRThDQQ3hT7w7ui_pUvy1IIU9bisqYwqqnvOZdaTqdqUXvSJ0\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-15 07:52:38,907 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""c2df5b7d-dc80-40f0-8779-ad360ed380e9"", ""remote_address"": ""172.31.24.194"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 3493, ""time"": 1027, ""args"": ""{\""order_id\"":\""GPA.3343-2604-1188-81019\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""hdhndfpmceoamccedklbbcif.AO-J1OyqIt5cds6UzaxLrlSkC2guS7rxdcIdObtYecWsYhrwX2aQY00G2zw0ss5a85FOShPblFqbqpXIQJ6yP2f_T99T2ciApTXBiIt_-8m7ZKW0X_eFTQ8\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-16 04:07:30,870 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""c949df0a-f6f8-460f-b084-d3348127e2ce"", ""remote_address"": ""172.31.0.167"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23750, ""time"": 946, ""args"": ""{\""order_id\"":\""GPA.3368-0452-6172-27874\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""ofniaodjmagfgkbpfiaejnnj.AO-J1OzNttHzg2brBSfLl_Zt9IVd5X61AdQbp3re27XpX3SfFHnguITyxGDYcW6PHbtYXh8FAx3XNx0QjL15-fazG2jzoiH3no1GGfTgDriRQCCCCURR5RI\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
"[2022-08-16 06:27:20,372 |     INFO | luffy.middleware.logger_middleware-process_response-57]: ({""request_id"": ""982d8848-f69f-4c99-aac4-07996209b554"", ""remote_address"": ""172.31.0.167"", ""path"": ""/payment/google_pay/verify/"", ""method"": ""POST"", ""user_id"": 23801, ""time"": 1149, ""args"": ""{\""order_id\"":\""GPA.3345-5642-1705-88402\"",\""product_id\"":\""2022031801\"",\""purchase_token\"":\""bjlebopoajmkchcngoehinbp.AO-J1OxoNSveuCgWbna8Vwi0oA0poBgUZ359uUNiXbZ_6_SnTmVgjfvQHRm0-JxmZAqEbEgpb1aZNySG7hyLNdIiluiFDqZH8NaOLb-Oa4KsTRvpTLnxgts\""}"", ""response"": {""code"": 400, ""msg"": ""failed"", ""data"": null}})"
